scenario,s,S,average_daily_cost,average_fixed_order_cost,average_unit_order_cost,average_holding_cost,average_shortage_cost,stockout_rate,fill_rate,average_ending_inventory,average_order_quantity,order_frequency
steady,0,3,33.8021741983,23.8735093906,4.7747018781,0.2527704421,4.9011924875,0.3808291643,0.7957836464,0.2527704421,2.3873509391,0.7957836464
steady,5,8,34.5136307718,23.8735093906,6.0000000000,4.6401213811,0.0000000000,0.0000000000,1.0000000000,4.6401213811,3.0000000000,0.7957836464
steady,6,9,35.5136307718,23.8735093906,6.0000000000,5.6401213811,0.0000000000,0.0000000000,1.0000000000,5.6401213811,3.0000000000,0.7957836464
steady,2,4,35.9957281553,28.5466019417,5.8605825243,1.0308737864,0.5576699029,0.0577669903,0.9767637540,1.0308737864,2.9302912621,0.9515533981
steady,7,10,36.5136307718,23.8735093906,6.0000000000,6.6401213811,0.0000000000,0.0000000000,1.0000000000,6.6401213811,3.0000000000,0.7957836464
steady,3,5,36.5913592233,28.5466019417,5.9761165049,1.9731067961,0.0955339806,0.0115533981,0.9960194175,1.9731067961,2.9880582524,0.9515533981
steady,1,3,36.8816504854,28.5466019417,5.3217475728,0.3002912621,2.7130097087,0.2694174757,0.8869579288,0.3002912621,2.6608737864,0.9515533981
steady,3,4,37.1200000000,29.7000000000,5.8800000000,1.0600000000,0.4800000000,0.0500000000,0.9800000000,1.0600000000,2.9400000000,0.9900000000
steady,4,6,37.5104854369,28.5466019417,5.9992233010,2.9615533981,0.0031067961,0.0003883495,0.9998705502,2.9615533981,2.9996116505,0.9515533981
steady,8,11,37.5136307718,23.8735093906,6.0000000000,7.6401213811,0.0000000000,0.0000000000,1.0000000000,7.6401213811,3.0000000000,0.7957836464
steady,4,5,37.7700000000,29.7000000000,5.9800000000,2.0100000000,0.0800000000,0.0100000000,0.9966666667,2.0100000000,2.9900000000,0.9900000000
steady,2,3,37.8700000000,29.7000000000,5.3800000000,0.3100000000,2.4800000000,0.2500000000,0.8966666667,0.3100000000,2.6900000000,0.9900000000
steady,5,7,38.5077669903,28.5466019417,6.0000000000,3.9611650485,0.0000000000,0.0000000000,1.0000000000,3.9611650485,3.0000000000,0.9515533981
steady,5,6,38.7000000000,29.7000000000,6.0000000000,3.0000000000,0.0000000000,0.0000000000,1.0000000000,3.0000000000,3.0000000000,0.9900000000
steady,6,8,39.5077669903,28.5466019417,6.0000000000,4.9611650485,0.0000000000,0.0000000000,1.0000000000,4.9611650485,3.0000000000,0.9515533981
steady,6,7,39.7000000000,29.7000000000,6.0000000000,4.0000000000,0.0000000000,0.0000000000,1.0000000000,4.0000000000,3.0000000000,0.9900000000
steady,7,9,40.5077669903,28.5466019417,6.0000000000,5.9611650485,0.0000000000,0.0000000000,1.0000000000,5.9611650485,3.0000000000,0.9515533981
steady,7,8,40.7000000000,29.7000000000,6.0000000000,5.0000000000,0.0000000000,0.0000000000,1.0000000000,5.0000000000,3.0000000000,0.9900000000
steady,0,2,41.1860194175,28.5466019417,3.8062135922,0.0580582524,8.7751456311,0.7577669903,0.6343689320,0.0580582524,1.9031067961,0.9515533981
steady,8,10,41.5077669903,28.5466019417,6.0000000000,6.9611650485,0.0000000000,0.0000000000,1.0000000000,6.9611650485,3.0000000000,0.9515533981
steady,8,9,41.7000000000,29.7000000000,6.0000000000,6.0000000000,0.0000000000,0.0000000000,1.0000000000,6.0000000000,3.0000000000,0.9900000000
steady,1,2,42.1200000000,29.7000000000,3.8800000000,0.0600000000,8.4800000000,0.7500000000,0.6466666667,0.0600000000,1.9400000000,0.9900000000
steady,0,1,47.7700000000,29.7000000000,1.9800000000,0.0100000000,16.0800000000,0.9500000000,0.3300000000,0.0100000000,0.9900000000,0.9900000000
volatile,1,14,19.3701293732,6.0702710821,5.5634808071,5.9903007124,1.7460767716,0.1050260956,0.9272468012,5.9903007124,2.7817404036,0.2023423694
volatile,0,14,19.3719212459,5.7061289826,5.3257203837,5.6429534145,2.6971184650,0.1407172606,0.8876200640,5.6429534145,2.6628601919,0.1902042994
volatile,1,15,19.3869004216,5.7061289826,5.6071549050,6.5022361539,1.5713803801,0.0948465683,0.9345258175,6.5022361539,2.8035774525,0.1902042994
volatile,0,15,19.3876635402,5.3737172876,5.3737172876,6.1350981154,2.5051308495,0.1300999035,0.8956195479,6.1350981154,2.6868586438,0.1791239096
volatile,0,13,19.4291565824,6.0702710821,5.2609016045,5.1415903138,2.9563935821,0.1512896013,0.8768169341,5.1415903138,2.6304508022,0.2023423694
volatile,1,13,19.4315062197,6.5594551279,5.5559221454,5.5398175280,1.7763114184,0.1070707569,0.9259870242,5.5398175280,2.7779610727,0.2186485043
volatile,0,16,19.4725201784,5.0634302440,5.4009922602,6.6120667151,2.3960309591,0.1244321145,0.9001653767,6.6120667151,2.7004961301,0.1687810081
volatile,1,16,19.4769642154,5.3737172876,5.6339170947,7.0049982119,1.4643316212,0.0891613101,0.9389861825,7.0049982119,2.8169585474,0.1791239096
volatile,0,12,19.5107593705,6.5594551279,5.2475641023,4.6939965495,3.0097435908,0.1541790215,0.8745940171,4.6939965495,2.6237820512,0.2186485043
volatile,1,12,19.5193591806,7.0687580309,5.5307758859,5.0429288075,1.8768964563,0.1117992501,0.9217959810,5.0429288075,2.7653879430,0.2356252677
volatile,0,17,19.5909119594,4.7974767605,5.4371403286,7.1048561846,2.2514386857,0.1173141910,0.9061900548,7.1048561846,2.7185701643,0.1599158920
volatile,1,17,19.6014953771,5.0634302440,5.6498564891,7.4876346006,1.4005740434,0.0850123523,0.9416427482,7.4876346006,2.8249282446,0.1687810081
volatile,2,15,19.6349467038,6.0702710821,5.7735329984,6.8852746168,0.9058680065,0.0626097171,0.9622554997,6.8852746168,2.8867664992,0.2023423694
volatile,2,14,19.6820109217,6.5594551279,5.7700636591,6.4327467711,0.9197453636,0.0651377062,0.9616772765,6.4327467711,2.8850318296,0.2186485043
volatile,2,16,19.7229744435,5.7061289826,5.7968480416,7.4073895856,0.8126078338,0.0575614425,0.9661413403,7.4073895856,2.8984240208,0.1902042994
volatile,0,11,19.7339291687,7.0687580309,5.1837558893,4.2164388058,3.2649764427,0.1735099983,0.8639593149,4.2164388058,2.5918779447,0.2356252677
volatile,2,13,19.7367644297,7.0687580309,5.7543743862,5.9311295573,0.9825024552,0.0687977159,0.9590623977,5.9311295573,2.8771871931,0.2356252677
volatile,0,18,19.7510200578,4.5549177077,5.4659012493,7.5938060979,2.1363950028,0.1104808185,0.9109835415,7.5938060979,2.7329506246,0.1518305903
volatile,1,11,19.7607655469,7.6368421691,5.4717661546,4.5392218417,2.1129353814,0.1311983761,0.9119610258,4.5392218417,2.7358830773,0.2545614056
volatile,1,18,19.7697126222,4.7974767605,5.6717687106,7.9875419936,1.3129251574,0.0790876686,0.9452947851,7.9875419936,2.8358843553,0.1599158920
volatile,2,12,19.8423769139,7.6368421691,5.7341629069,5.4080234656,1.0633483723,0.0725647621,0.9556938178,5.4080234656,2.8670814535,0.2545614056
volatile,2,17,19.8528350449,5.3737172876,5.8122397149,7.9158369018,0.7510411406,0.0534539053,0.9687066191,7.9158369018,2.9061198574,0.1791239096
volatile,0,19,19.9492643822,4.3310574134,5.4860060569,8.0762251397,2.0559757722,0.1064222768,0.9143343428,8.0762251397,2.7430030285,0.1443685804
volatile,1,19,19.9776543283,4.5549177077,5.6868628863,8.4833252794,1.2525484548,0.0757418976,0.9478104811,8.4833252794,2.8434314432,0.1518305903
volatile,2,18,20.0064089111,5.0634302440,5.8198811937,8.4026222483,0.7204752251,0.0502103116,0.9699801990,8.4026222483,2.9099405969,0.1687810081
volatile,0,10,20.0926486936,7.6368421691,5.0912281127,3.7294908627,3.6350875490,0.1902690210,0.8485380188,3.7294908627,2.5456140564,0.2545614056
volatile,1,10,20.1618778660,8.4001328072,5.4401709971,4.0822580501,2.2393160116,0.1393221930,0.9066951662,4.0822580501,2.7200854986,0.2800044269
volatile,0,20,20.1678854275,4.1349259681,5.5132346241,8.5726633317,1.9470615036,0.1012231530,0.9188724373,8.5726633317,2.7566173120,0.1378308656
volatile,2,11,20.1866225151,8.4001328072,5.7188153831,4.9429358571,1.1247384677,0.0843423743,0.9531358972,4.9429358571,2.8594076915,0.2800044269
volatile,3,16,20.1966786844,6.0702710821,5.8987524325,7.8226648998,0.4049902701,0.0357083972,0.9831254054,7.8226648998,2.9493762162,0.2023423694
volatile,1,20,20.2043084444,4.3310574134,5.6988506106,8.9698028628,1.2045975577,0.0728214429,0.9498084351,8.9698028628,2.8494253053,0.1443685804
volatile,2,19,20.2160989418,4.7974767605,5.8299440479,8.9084543250,0.6802238084,0.0478240390,0.9716573413,8.9084543250,2.9149720240,0.1599158920
volatile,3,15,20.2260469785,6.5594551279,5.9003390714,7.3676090649,0.3986437143,0.0354204958,0.9833898452,7.3676090649,2.9501695357,0.2186485043
volatile,3,14,20.2551804181,7.0687580309,5.8919698181,6.8623318414,0.4321207277,0.0391376292,0.9819949697,6.8623318414,2.9459849090,0.2356252677
volatile,3,17,20.3200443461,5.7061289826,5.9119709265,8.3498281431,0.3521162939,0.0320169803,0.9853284878,8.3498281431,2.9559854633,0.1902042994
volatile,3,13,20.3344235791,7.6368421691,5.8792924312,6.3354587035,0.4828302753,0.0421804851,0.9798820719,6.3354587035,2.9396462156,0.2545614056
volatile,0,21,20.4129702039,3.9539926833,5.5355897567,9.0657467905,1.8576409734,0.0963841561,0.9225982928,9.0657467905,2.7677948783,0.1317997561
volatile,2,20,20.4474610450,4.5549177077,5.8383466815,9.4075833818,0.6466132739,0.0455730517,0.9730577803,9.4075833818,2.9191733408,0.1518305903
volatile,1,21,20.4593233565,4.1349259681,5.7156809301,9.4714401787,1.1372762797,0.0687629119,0.9526134883,9.4714401787,2.8578404650,0.1378308656
volatile,3,18,20.4786577075,5.3737172876,5.9191475255,8.8623829965,0.3234098978,0.0287751969,0.9865245876,8.8623829965,2.9595737628,0.1791239096
volatile,0,9,20.5621974607,8.4001328072,5.0400796843,3.2823037065,3.8396812627,0.2000456564,0.8400132807,3.2823037065,2.5200398422,0.2800044269
volatile,2,10,20.5786253095,9.1510606465,5.6583094928,4.4024931415,1.3667620288,0.0981400119,0.9430515821,4.4024931415,2.8291547464,0.3050353549
volatile,3,12,20.5962258949,8.4001328072,5.8875001317,5.8585934828,0.4499994732,0.0398381133,0.9812500219,5.8585934828,2.9437500658,0.2800044269
volatile,3,19,20.6549367296,5.0634302440,5.9203018170,9.3524119367,0.3187927320,0.0283007711,0.9867169695,9.3524119367,2.9601509085,0.1687810081
volatile,1,9,20.6660918214,9.1510606465,5.3476047751,3.5578455003,2.6095808995,0.1553523588,0.8912674625,3.5578455003,2.6738023876,0.3050353549
volatile,0,22,20.6815476381,3.7863718926,5.5533454425,9.5552120731,1.7866182298,0.0926989819,0.9255575738,9.5552120731,2.7766727213,0.1262123964
volatile,2,21,20.6945583438,4.3310574134,5.8444934965,9.8969814199,0.6220260141,0.0435648071,0.9740822494,9.8969814199,2.9222467482,0.1443685804
volatile,1,22,20.7382811114,3.9539926833,5.7283580688,9.9693626344,1.0865677248,0.0658140695,0.9547263448,9.9693626344,2.8641790344,0.1317997561
volatile,3,20,20.8813306691,4.7974767605,5.9255921258,9.8606302860,0.2976314967,0.0266990631,0.9875986876,9.8606302860,2.9627960629,0.1599158920
volatile,3,11,20.8916452261,9.1510606465,5.8545895166,5.3043531296,0.5816419334,0.0561242373,0.9757649194,5.3043531296,2.9272947583,0.3050353549
volatile,4,17,20.9467199043,6.0702710821,5.9701692268,8.7869565026,0.1193230929,0.0149153866,0.9950282045,8.7869565026,2.9850846134,0.2023423694
volatile,0,23,20.9670099474,3.6341316905,5.5723352587,10.0498840330,1.7106589652,0.0888329697,0.9287225431,10.0498840330,2.7861676293,0.1211377230
volatile,2,22,20.9779829732,4.1349259681,5.8532067539,10.4026772668,0.5871729845,0.0413699132,0.9755344590,10.4026772668,2.9266033769,0.1378308656
volatile,4,16,20.9781035081,6.5594551279,5.9711800630,8.3321885692,0.1152797481,0.0144099685,0.9951966772,8.3321885692,2.9855900315,0.2186485043
volatile,4,15,20.9812170139,7.0687580309,5.9702450764,7.8231942122,0.1190196944,0.0148774618,0.9950408461,7.8231942122,2.9851225382,0.2356252677
volatile,1,23,21.0326547648,3.7863718926,5.7387434064,10.4625130912,1.0450263746,0.0632301021,0.9564572344,10.4625130912,2.8693717032,0.1262123964
volatile,4,14,21.0391601832,7.6368421691,5.9636534014,7.2932782183,0.1453863944,0.0181732993,0.9939422336,7.2932782183,2.9818267007,0.2545614056
volatile,4,18,21.0959254840,5.7061289826,5.9760048871,9.3178111628,0.0959804515,0.0119975564,0.9960008145,9.3178111628,2.9880024436,0.1902042994
volatile,3,21,21.1284496832,4.5549177077,5.9294927849,10.3620103301,0.2820288604,0.0251416648,0.9882487975,10.3620103301,2.9647463924,0.1518305903
volatile,2,9,21.1331044721,9.9783128976,5.5598273152,3.8342735201,1.7606907391,0.1151563885,0.9266378859,3.8342735201,2.7799136576,0.3326104299
volatile,0,24,21.2696797316,3.4930779148,5.5889246637,10.5433758079,1.6443013451,0.0852492931,0.9314874440,10.5433758079,2.7944623319,0.1164359305
volatile,4,19,21.2772313293,5.3737172876,5.9766979193,9.8336077996,0.0932083228,0.0116510403,0.9961163199,9.8336077996,2.9883489597,0.1791239096
volatile,2,23,21.2775826252,3.9539926833,5.8599862077,10.9035485650,0.5600551692,0.0394675671,0.9766643680,10.9035485650,2.9299931039,0.1317997561
volatile,0,8,21.3007286609,9.1510606465,4.8805656781,2.7913650488,4.4777372875,0.2335195485,0.8134276130,2.7913650488,2.4402828391,0.3050353549
volatile,4,13,21.3173591017,8.4001328072,5.9671763583,6.8187553695,0.1312945667,0.0164118208,0.9945293931,6.8187553695,2.9835881792,0.2800044269
volatile,3,10,21.3270097524,9.9783128976,5.7901400923,4.7191171316,0.8394396309,0.0708519888,0.9650233487,4.7191171316,2.8950700461,0.3326104299
volatile,1,24,21.3451791598,3.6341316905,5.7500011980,10.9610510634,0.9999952080,0.0604250807,0.9583335330,10.9610510634,2.8750005990,0.1211377230
volatile,3,22,21.3896046941,4.3310574134,5.9316231107,10.8534166128,0.2735075573,0.0243590555,0.9886038518,10.8534166128,2.9658115553,0.1443685804
volatile,4,20,21.4568313316,5.0634302440,5.9769033593,10.3241111655,0.0923865628,0.0115483204,0.9961505599,10.3241111655,2.9884516796,0.1687810081
volatile,1,8,21.4725537776,9.9783128976,5.1771275136,3.0256234209,3.2914899455,0.1913499008,0.8628545856,3.0256234209,2.5885637568,0.3326104299
volatile,4,12,21.4987755653,9.1510606465,5.9668379912,6.2482288923,0.1326480353,0.0165810044,0.9944729985,6.2482288923,2.9834189956,0.3050353549
volatile,2,24,21.5900440499,3.7863718926,5.8652036106,11.3992829891,0.5391855576,0.0378213333,0.9775339351,11.3992829891,2.9326018053,0.1262123964
volatile,3,23,21.6883935810,4.1349259681,5.9359465802,11.3613073536,0.2562136791,0.0229697325,0.9893244300,11.3613073536,2.9679732901,0.1378308656
volatile,4,21,21.6944372274,4.7974767605,5.9789902520,10.8339312229,0.0840389919,0.0105048740,0.9964983753,10.8339312229,2.9894951260,0.1599158920
volatile,4,11,21.8310458309,9.9783128976,5.9318440698,5.6482651428,0.2726237207,0.0340779651,0.9886406783,5.6482651428,2.9659220349,0.3326104299
volatile,5,18,21.8423121981,6.0702710821,6.0000000000,9.7720411160,0.0000000000,0.0000000000,1.0000000000,9.7720411160,3.0000000000,0.2023423694
volatile,5,16,21.8770747813,7.0687580309,6.0000000000,8.8083167504,0.0000000000,0.0000000000,1.0000000000,8.8083167504,3.0000000000,0.2356252677
volatile,5,17,21.8772337285,6.5594551279,6.0000000000,9.3177786007,0.0000000000,0.0000000000,1.0000000000,9.3177786007,3.0000000000,0.2186485043
volatile,5,15,21.9119470882,7.6368421691,6.0000000000,8.2751049190,0.0000000000,0.0000000000,1.0000000000,8.2751049190,3.0000000000,0.2545614056
volatile,4,22,21.9524580299,4.5549177077,5.9797761144,11.3368686654,0.0808955423,0.0101119428,0.9966293524,11.3368686654,2.9898880572,0.1518305903
volatile,3,24,22.0013096555,3.9539926833,5.9389213419,11.8640809979,0.2443146323,0.0217878648,0.9898202237,11.8640809979,2.9694606710,0.1317997561
volatile,5,19,22.0119425890,5.7061289826,6.0000000000,10.3058136064,0.0000000000,0.0000000000,1.0000000000,10.3058136064,3.0000000000,0.1902042994
volatile,5,20,22.1956740469,5.3737172876,6.0000000000,10.8219567593,0.0000000000,0.0000000000,1.0000000000,10.8219567593,3.0000000000,0.1791239096
volatile,5,14,22.2024763558,8.4001328072,6.0000000000,7.8023435486,0.0000000000,0.0000000000,1.0000000000,7.8023435486,3.0000000000,0.2800044269
volatile,4,23,22.2190913058,4.3310574134,5.9803412216,11.8290575573,0.0786351135,0.0098293892,0.9967235369,11.8290575573,2.9901706108,0.1443685804
volatile,0,7,22.2945890093,9.9783128976,4.6565460189,2.2859141683,5.3738159245,0.2602907474,0.7760910031,2.2859141683,2.3282730094,0.3326104299
volatile,5,21,22.3759930891,5.0634302440,6.0000000000,11.3125628452,0.0000000000,0.0000000000,1.0000000000,11.3125628452,3.0000000000,0.1687810081
volatile,5,13,22.3827085344,9.1510606465,6.0000000000,7.2316478879,0.0000000000,0.0000000000,1.0000000000,7.2316478879,3.0000000000,0.3050353549
volatile,4,24,22.5276054535,4.1349259681,5.9818860452,12.3383376211,0.0724558191,0.0090569774,0.9969810075,12.3383376211,2.9909430226,0.1378308656
volatile,5,12,22.5925000753,9.9783128976,6.0000000000,6.6141871777,0.0000000000,0.0000000000,1.0000000000,6.6141871777,3.0000000000,0.3326104299
volatile,5,22,22.6209031095,4.7974767605,6.0000000000,11.8234263489,0.0000000000,0.0000000000,1.0000000000,11.8234263489,3.0000000000,0.1599158920
volatile,2,8,22.6992291810,12.0277127782,5.6242777395,3.5443496215,1.5028890418,0.1074191328,0.9373796233,3.5443496215,2.8121388698,0.4009237593
volatile,6,19,22.8423121981,6.0702710821,6.0000000000,10.7720411160,0.0000000000,0.0000000000,1.0000000000,10.7720411160,3.0000000000,0.2023423694
volatile,6,17,22.8770747813,7.0687580309,6.0000000000,9.8083167504,0.0000000000,0.0000000000,1.0000000000,9.8083167504,3.0000000000,0.2356252677
volatile,6,18,22.8772337285,6.5594551279,6.0000000000,10.3177786007,0.0000000000,0.0000000000,1.0000000000,10.3177786007,3.0000000000,0.2186485043
volatile,5,23,22.8816744303,4.5549177077,6.0000000000,12.3267567226,0.0000000000,0.0000000000,1.0000000000,12.3267567226,3.0000000000,0.1518305903
volatile,1,7,22.8890953583,12.0277127782,5.2843159746,2.7143305039,2.8627361016,0.1699808825,0.8807193291,2.7143305039,2.6421579873,0.4009237593
volatile,6,16,22.9119470882,7.6368421691,6.0000000000,9.2751049190,0.0000000000,0.0000000000,1.0000000000,9.2751049190,3.0000000000,0.2545614056
volatile,3,9,22.9472952512,12.0277127782,5.8391160052,4.4369304886,0.6435359792,0.0566536667,0.9731860009,4.4369304886,2.9195580026,0.4009237593
volatile,6,20,23.0119425890,5.7061289826,6.0000000000,11.3058136064,0.0000000000,0.0000000000,1.0000000000,11.3058136064,3.0000000000,0.1902042994
volatile,5,24,23.1502855815,4.3310574134,6.0000000000,12.8192281681,0.0000000000,0.0000000000,1.0000000000,12.8192281681,3.0000000000,0.1443685804
volatile,6,21,23.1956740469,5.3737172876,6.0000000000,11.8219567593,0.0000000000,0.0000000000,1.0000000000,11.8219567593,3.0000000000,0.1791239096
volatile,6,15,23.2024763558,8.4001328072,6.0000000000,8.8023435486,0.0000000000,0.0000000000,1.0000000000,8.8023435486,3.0000000000,0.2800044269
volatile,6,22,23.3759930891,5.0634302440,6.0000000000,12.3125628452,0.0000000000,0.0000000000,1.0000000000,12.3125628452,3.0000000000,0.1687810081
volatile,6,14,23.3827085344,9.1510606465,6.0000000000,8.2316478879,0.0000000000,0.0000000000,1.0000000000,8.2316478879,3.0000000000,0.3050353549
volatile,0,6,23.5454033800,12.0277127782,4.8110851113,1.9509459356,4.7556595549,0.2366154317,0.8018475185,1.9509459356,2.4055425556,0.4009237593
volatile,4,10,23.5507195840,12.0277127782,5.9524233387,5.3802768219,0.1903066453,0.0237883307,0.9920705564,5.3802768219,2.9762116693,0.4009237593
volatile,6,13,23.5925000753,9.9783128976,6.0000000000,7.6141871777,0.0000000000,0.0000000000,1.0000000000,7.6141871777,3.0000000000,0.3326104299
volatile,6,23,23.6209031095,4.7974767605,6.0000000000,12.8234263489,0.0000000000,0.0000000000,1.0000000000,12.8234263489,3.0000000000,0.1599158920
volatile,7,20,23.8423121981,6.0702710821,6.0000000000,11.7720411160,0.0000000000,0.0000000000,1.0000000000,11.7720411160,3.0000000000,0.2023423694
volatile,7,18,23.8770747813,7.0687580309,6.0000000000,10.8083167504,0.0000000000,0.0000000000,1.0000000000,10.8083167504,3.0000000000,0.2356252677
volatile,7,19,23.8772337285,6.5594551279,6.0000000000,11.3177786007,0.0000000000,0.0000000000,1.0000000000,11.3177786007,3.0000000000,0.2186485043
volatile,6,24,23.8816744303,4.5549177077,6.0000000000,13.3267567226,0.0000000000,0.0000000000,1.0000000000,13.3267567226,3.0000000000,0.1518305903
volatile,2,7,23.8866129704,13.6514373004,5.5926954590,3.0132620469,1.6292181641,0.1119288988,0.9321159098,3.0132620469,2.7963477295,0.4550479100
volatile,7,17,23.9119470882,7.6368421691,6.0000000000,10.2751049190,0.0000000000,0.0000000000,1.0000000000,10.2751049190,3.0000000000,0.2545614056
volatile,7,21,24.0119425890,5.7061289826,6.0000000000,12.3058136064,0.0000000000,0.0000000000,1.0000000000,12.3058136064,3.0000000000,0.1902042994
volatile,3,8,24.1031106791,13.6514373004,5.8165532565,3.9013331482,0.7337869740,0.0679211221,0.9694255427,3.9013331482,2.9082766282,0.4550479100
volatile,1,6,24.1050270796,13.6514373004,5.2445771421,2.1873212054,3.0216914317,0.1740591585,0.8740961903,2.1873212054,2.6222885710,0.4550479100
volatile,7,22,24.1956740469,5.3737172876,6.0000000000,12.8219567593,0.0000000000,0.0000000000,1.0000000000,12.8219567593,3.0000000000,0.1791239096
volatile,7,16,24.2024763558,8.4001328072,6.0000000000,9.8023435486,0.0000000000,0.0000000000,1.0000000000,9.8023435486,3.0000000000,0.2800044269
volatile,7,23,24.3759930891,5.0634302440,6.0000000000,13.3125628452,0.0000000000,0.0000000000,1.0000000000,13.3125628452,3.0000000000,0.1687810081
volatile,7,15,24.3827085344,9.1510606465,6.0000000000,9.2316478879,0.0000000000,0.0000000000,1.0000000000,9.2316478879,3.0000000000,0.3050353549
volatile,5,11,24.3842012694,12.0277127782,6.0000000000,6.3564884912,0.0000000000,0.0000000000,1.0000000000,6.3564884912,3.0000000000,0.4009237593
volatile,7,14,24.5925000753,9.9783128976,6.0000000000,8.6141871777,0.0000000000,0.0000000000,1.0000000000,8.6141871777,3.0000000000,0.3326104299
volatile,7,24,24.6209031095,4.7974767605,6.0000000000,13.8234263489,0.0000000000,0.0000000000,1.0000000000,13.8234263489,3.0000000000,0.1599158920
volatile,4,9,24.6276628246,13.6514373004,5.9523955006,4.8334120261,0.1904179975,0.0238022497,0.9920659168,4.8334120261,2.9761977503,0.4550479100
volatile,8,21,24.8423121981,6.0702710821,6.0000000000,12.7720411160,0.0000000000,0.0000000000,1.0000000000,12.7720411160,3.0000000000,0.2023423694
volatile,8,19,24.8770747813,7.0687580309,6.0000000000,11.8083167504,0.0000000000,0.0000000000,1.0000000000,11.8083167504,3.0000000000,0.2356252677
volatile,8,20,24.8772337285,6.5594551279,6.0000000000,12.3177786007,0.0000000000,0.0000000000,1.0000000000,12.3177786007,3.0000000000,0.2186485043
volatile,8,18,24.9119470882,7.6368421691,6.0000000000,11.2751049190,0.0000000000,0.0000000000,1.0000000000,11.2751049190,3.0000000000,0.2545614056
volatile,8,22,25.0119425890,5.7061289826,6.0000000000,13.3058136064,0.0000000000,0.0000000000,1.0000000000,13.3058136064,3.0000000000,0.1902042994
volatile,8,23,25.1956740469,5.3737172876,6.0000000000,13.8219567593,0.0000000000,0.0000000000,1.0000000000,13.8219567593,3.0000000000,0.1791239096
volatile,8,17,25.2024763558,8.4001328072,6.0000000000,10.8023435486,0.0000000000,0.0000000000,1.0000000000,10.8023435486,3.0000000000,0.2800044269
volatile,2,6,25.2674653216,15.4955863808,5.5477931904,2.4152585120,1.8088272383,0.1165195460,0.9246321984,2.4152585120,2.7738965952,0.5165195460
volatile,8,24,25.3759930891,5.0634302440,6.0000000000,14.3125628452,0.0000000000,0.0000000000,1.0000000000,14.3125628452,3.0000000000,0.1687810081
volatile,8,16,25.3827085344,9.1510606465,6.0000000000,10.2316478879,0.0000000000,0.0000000000,1.0000000000,10.2316478879,3.0000000000,0.3050353549
volatile,6,12,25.3842012694,12.0277127782,6.0000000000,7.3564884912,0.0000000000,0.0000000000,1.0000000000,7.3564884912,3.0000000000,0.4009237593
volatile,3,7,25.4518284994,15.4955863808,5.7808322825,3.2987389660,0.8766708701,0.0730138714,0.9634720471,3.2987389660,2.8904161412,0.5165195460
volatile,5,10,25.4610470768,13.6514373004,6.0000000000,5.8096097764,0.0000000000,0.0000000000,1.0000000000,5.8096097764,3.0000000000,0.4550479100
volatile,0,5,25.5343702264,13.6514373004,4.5504791001,1.5343702264,5.7980835995,0.3470490210,0.7584131834,1.5343702264,2.2752395501,0.4550479100
volatile,8,15,25.5925000753,9.9783128976,6.0000000000,9.6141871777,0.0000000000,0.0000000000,1.0000000000,9.6141871777,3.0000000000,0.3326104299
volatile,4,8,25.9407313997,15.4955863808,5.9268600252,4.2257250946,0.2925598991,0.0365699874,0.9878100042,4.2257250946,2.9634300126,0.5165195460
volatile,1,5,26.3630517024,15.4955863808,4.9490542245,1.7146279950,4.2037831021,0.2993694830,0.8248423707,1.7146279950,2.4745271122,0.5165195460
volatile,7,13,26.3842012694,12.0277127782,6.0000000000,8.3564884912,0.0000000000,0.0000000000,1.0000000000,8.3564884912,3.0000000000,0.4009237593
volatile,6,11,26.4610470768,13.6514373004,6.0000000000,6.8096097764,0.0000000000,0.0000000000,1.0000000000,6.8096097764,3.0000000000,0.4550479100
volatile,5,9,26.6847414880,15.4955863808,6.0000000000,5.1891551072,0.0000000000,0.0000000000,1.0000000000,5.1891551072,3.0000000000,0.5165195460
volatile,8,14,27.3842012694,12.0277127782,6.0000000000,9.3564884912,0.0000000000,0.0000000000,1.0000000000,9.3564884912,3.0000000000,0.4009237593
volatile,7,12,27.4610470768,13.6514373004,6.0000000000,7.8096097764,0.0000000000,0.0000000000,1.0000000000,7.8096097764,3.0000000000,0.4550479100
volatile,6,10,27.6847414880,15.4955863808,6.0000000000,6.1891551072,0.0000000000,0.0000000000,1.0000000000,6.1891551072,3.0000000000,0.5165195460
volatile,3,6,28.1691358025,18.9629629630,5.8493827160,2.7543209877,0.6024691358,0.0530864198,0.9748971193,2.7543209877,2.9246913580,0.6320987654
volatile,0,4,28.2221941992,15.4955863808,4.1321563682,1.1230769231,7.4713745271,0.4084489281,0.6886927280,1.1230769231,2.0660781841,0.5165195460
volatile,8,13,28.4610470768,13.6514373004,6.0000000000,8.8096097764,0.0000000000,0.0000000000,1.0000000000,8.8096097764,3.0000000000,0.4550479100
volatile,7,11,28.6847414880,15.4955863808,6.0000000000,7.1891551072,0.0000000000,0.0000000000,1.0000000000,7.1891551072,3.0000000000,0.5165195460
volatile,2,5,28.7938271605,18.9629629630,5.3851851852,1.9864197531,2.4592592593,0.2320987654,0.8975308642,1.9864197531,2.6925925926,0.6320987654
volatile,4,7,28.7975308642,18.9629629630,5.9555555556,3.7012345679,0.1777777778,0.0222222222,0.9925925926,3.7012345679,2.9777777778,0.6320987654
