s,S,average_daily_cost,average_fixed_order_cost,average_unit_order_cost,average_holding_cost,average_shortage_cost,stockout_rate,fill_rate,average_ending_inventory,average_order_quantity,order_frequency,simulation_average_daily_cost,simulation_cost_95_ci_low,simulation_cost_95_ci_high,simulation_stockout_rate,simulation_stockout_95_ci_low,simulation_stockout_95_ci_high,simulation_fill_rate,simulation_average_ending_inventory,simulation_average_order_quantity,absolute_cost_gap
5,20,22.5092510644,5.7070214817,6.2600000000,10.5422295827,0.0000000000,0.0000000000,1.0000000000,10.5422295827,3.1300000000,0.1902340494,22.5230684932,22.4856748950,22.5604620913,0.0000000000,0.0000000000,0.0000000000,1.0000000000,10.5347123288,3.1347260274,0.0138174288
0,7,22.6433751376,11.0362993572,5.1502730334,2.0178948805,4.4389078666,0.2634950815,0.8227273216,2.0178948805,2.5751365167,0.3678766452,22.6661095890,22.5980575256,22.7341616525,0.2633561644,0.2613272323,0.2653850965,0.8226651024,2.0150410959,2.5777260274,0.0227344515
5,21,22.6848595109,5.3798263945,6.2600000000,11.0450331164,0.0000000000,0.0000000000,1.0000000000,11.0450331164,3.1300000000,0.1793275465,22.6914931507,22.6543343511,22.7286519503,0.0000000000,0.0000000000,0.0000000000,1.0000000000,11.0496575342,3.1318082192,0.0066336398
4,24,22.7178857816,4.3768840196,6.2525423800,12.0586289020,0.0298304799,0.0037288100,0.9988086869,12.0586289020,3.1262711900,0.1458961340,22.7232465753,22.6850658495,22.7614273012,0.0038082192,0.0033597674,0.0042566710,0.9987891856,12.0570273973,3.1280821918,0.0053607937
5,14,22.7704125208,8.9932386981,6.2600000000,7.5171738227,0.0000000000,0.0000000000,1.0000000000,7.5171738227,3.1300000000,0.2997746233,22.7767945205,22.7293513207,22.8242377204,0.0000000000,0.0000000000,0.0000000000,1.0000000000,7.5070684932,3.1340410959,0.0063819998
4,11,22.8296612346,11.0362993572,6.2399055771,5.4730786086,0.0803776918,0.0100472115,0.9967900283,5.4730786086,3.1199527885,0.3678766452,22.8444657534,22.7935625868,22.8953689201,0.0102465753,0.0094974978,0.0109956529,0.9967364200,5.4692602740,3.1229178082,0.0148045188
2,8,22.8558584348,12.6214260665,5.9756173155,3.1212843150,1.1375307378,0.0931051344,0.9545714562,3.1212843150,2.9878086578,0.4207142022,22.8743835616,22.8123474408,22.9364196825,0.0929589041,0.0910538906,0.0948639176,0.9552973816,3.1192602740,2.9929863014,0.0185251269
5,22,22.8963630687,5.0883791313,6.2600000000,11.5479839374,0.0000000000,0.0000000000,1.0000000000,11.5479839374,3.1300000000,0.1696126377,22.9191369863,22.8804766153,22.9577973573,0.0000000000,0.0000000000,0.0000000000,1.0000000000,11.5566438356,3.1339178082,0.0227739176
1,7,23.1106524068,12.6214260665,5.6171047521,2.3005405967,2.5715809916,0.1792562817,0.8973010786,2.3005405967,2.8085523761,0.4207142022,23.1275479452,23.0601159908,23.1949798996,0.1790273973,0.1767039403,0.1813508542,0.8982001105,2.2982876712,2.8139452055,0.0168955384
5,23,23.1374791215,4.8268733548,6.2600000000,12.0506057667,0.0000000000,0.0000000000,1.0000000000,12.0506057667,3.1300000000,0.1608957785,23.1429589041,23.1047209470,23.1811968612,0.0000000000,0.0000000000,0.0000000000,1.0000000000,12.0391232877,3.1346575342,0.0054797826
3,9,23.2041224938,12.6214260665,6.1618275844,4.0281791805,0.3926896624,0.0382741399,0.9843175055,4.0281791805,3.0809137922,0.4207142022,23.2235890411,23.1647608556,23.2824172266,0.0372739726,0.0359164011,0.0386315441,0.9849268842,4.0263013699,3.0859041096,0.0194665473
5,13,23.2120597844,9.9437288640,6.2600000000,7.0083309204,0.0000000000,0.0000000000,1.0000000000,7.0083309204,3.1300000000,0.3314576288,23.2113972603,23.1643667612,23.2584277594,0.0000000000,0.0000000000,0.0000000000,1.0000000000,7.0023013699,3.1331780822,0.0006625241
6,18,23.2689135862,6.9792498066,6.2600000000,10.0296637796,0.0000000000,0.0000000000,1.0000000000,10.0296637796,3.1300000000,0.2326416602,23.2878356164,23.2471472891,23.3285239437,0.0000000000,0.0000000000,0.0000000000,1.0000000000,10.0303013699,3.1331506849,0.0189220303
6,19,23.2900381595,6.4960573682,6.2600000000,10.5339807913,0.0000000000,0.0000000000,1.0000000000,10.5339807913,3.1300000000,0.2165352456,23.3034383562,23.2655593794,23.3413173329,0.0000000000,0.0000000000,0.0000000000,1.0000000000,10.5334657534,3.1334794521,0.0134001967
6,17,23.3213893602,7.5383136359,6.2600000000,9.5230757243,0.0000000000,0.0000000000,1.0000000000,9.5230757243,3.1300000000,0.2512771212,23.3138767123,23.2696111425,23.3581422822,0.0000000000,0.0000000000,0.0000000000,1.0000000000,9.5087534247,3.1322191781,0.0075126478
6,20,23.3762021555,6.0768260751,6.2600000000,11.0393760804,0.0000000000,0.0000000000,1.0000000000,11.0393760804,3.1300000000,0.2025608692,23.3997534247,23.3617479110,23.4377589383,0.0000000000,0.0000000000,0.0000000000,1.0000000000,11.0425205479,3.1344383562,0.0235512692
5,24,23.4036928427,4.5908648014,6.2600000000,12.5528280413,0.0000000000,0.0000000000,1.0000000000,12.5528280413,3.1300000000,0.1530288267,23.4041506849,23.3643254601,23.4439759098,0.0000000000,0.0000000000,0.0000000000,1.0000000000,12.5450821918,3.1328904110,0.0004578422
6,16,23.4762480474,8.1982658783,6.2600000000,9.0179821691,0.0000000000,0.0000000000,1.0000000000,9.0179821691,3.1300000000,0.2732755293,23.4656027397,23.4227653658,23.5084401137,0.0000000000,0.0000000000,0.0000000000,1.0000000000,9.0026438356,3.1344246575,0.0106453076
6,21,23.5092510644,5.7070214817,6.2600000000,11.5422295827,0.0000000000,0.0000000000,1.0000000000,11.5422295827,3.1300000000,0.1902340494,23.5230684932,23.4856748950,23.5604620913,0.0000000000,0.0000000000,0.0000000000,1.0000000000,11.5347123288,3.1347260274,0.0138174288
6,22,23.6848595109,5.3798263945,6.2600000000,12.0450331164,0.0000000000,0.0000000000,1.0000000000,12.0450331164,3.1300000000,0.1793275465,23.6914931507,23.6543343511,23.7286519503,0.0000000000,0.0000000000,0.0000000000,1.0000000000,12.0496575342,3.1318082192,0.0066336398
5,12,23.7593307543,11.0362993572,6.2600000000,6.4630313971,0.0000000000,0.0000000000,1.0000000000,6.4630313971,3.1300000000,0.3678766452,23.7727397260,23.7218766122,23.8236028399,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.4590136986,3.1331643836,0.0134089717
6,15,23.7704125208,8.9932386981,6.2600000000,8.5171738227,0.0000000000,0.0000000000,1.0000000000,8.5171738227,3.1300000000,0.2997746233,23.7767945205,23.7293513207,23.8242377204,0.0000000000,0.0000000000,0.0000000000,1.0000000000,8.5070684932,3.1340410959,0.0063819998
6,23,23.8963630687,5.0883791313,6.2600000000,12.5479839374,0.0000000000,0.0000000000,1.0000000000,12.5479839374,3.1300000000,0.1696126377,23.9191369863,23.8804766153,23.9577973573,0.0000000000,0.0000000000,0.0000000000,1.0000000000,12.5566438356,3.1339178082,0.0227739176
4,10,23.9362035147,12.6214260665,6.2383758642,4.9899050406,0.0864965434,0.0108120679,0.9965456652,4.9899050406,3.1191879321,0.4207142022,23.9625616438,23.9050576968,24.0200655909,0.0100547945,0.0093600414,0.0107495476,0.9968009959,4.9890273973,3.1231232877,0.0263581292
0,6,24.1005225461,12.6214260665,5.0485704266,1.5848077594,4.8457182937,0.2842671628,0.8064808988,1.5848077594,2.5242852133,0.4207142022,24.1194520548,24.0449411695,24.1939629401,0.2845616438,0.2823717175,0.2867515702,0.8074061487,1.5828493151,2.5293698630,0.0189295087
6,24,24.1374791215,4.8268733548,6.2600000000,13.0506057667,0.0000000000,0.0000000000,1.0000000000,13.0506057667,3.1300000000,0.1608957785,24.1429589041,24.1047209470,24.1811968612,0.0000000000,0.0000000000,0.0000000000,1.0000000000,13.0391232877,3.1346575342,0.0054797826
6,14,24.2120597844,9.9437288640,6.2600000000,8.0083309204,0.0000000000,0.0000000000,1.0000000000,8.0083309204,3.1300000000,0.3314576288,24.2113972603,24.1643667612,24.2584277594,0.0000000000,0.0000000000,0.0000000000,1.0000000000,8.0023013699,3.1331780822,0.0006625241
7,19,24.2689135862,6.9792498066,6.2600000000,11.0296637796,0.0000000000,0.0000000000,1.0000000000,11.0296637796,3.1300000000,0.2326416602,24.2878356164,24.2471472891,24.3285239437,0.0000000000,0.0000000000,0.0000000000,1.0000000000,11.0303013699,3.1331506849,0.0189220303
7,20,24.2900381595,6.4960573682,6.2600000000,11.5339807913,0.0000000000,0.0000000000,1.0000000000,11.5339807913,3.1300000000,0.2165352456,24.3034383562,24.2655593794,24.3413173329,0.0000000000,0.0000000000,0.0000000000,1.0000000000,11.5334657534,3.1334794521,0.0134001967
7,18,24.3213893602,7.5383136359,6.2600000000,10.5230757243,0.0000000000,0.0000000000,1.0000000000,10.5230757243,3.1300000000,0.2512771212,24.3138767123,24.2696111425,24.3581422822,0.0000000000,0.0000000000,0.0000000000,1.0000000000,10.5087534247,3.1322191781,0.0075126478
7,21,24.3762021555,6.0768260751,6.2600000000,12.0393760804,0.0000000000,0.0000000000,1.0000000000,12.0393760804,3.1300000000,0.2025608692,24.3997534247,24.3617479110,24.4377589383,0.0000000000,0.0000000000,0.0000000000,1.0000000000,12.0425205479,3.1344383562,0.0235512692
2,7,24.4656240030,14.5937890468,5.9323197460,2.6287941942,1.3107210159,0.1056926861,0.9476549115,2.6287941942,2.9661598730,0.4864596349,24.4929041096,24.4242598428,24.5615483764,0.1056027397,0.1034333822,0.1077720973,0.9481209257,2.6255068493,2.9711506849,0.0272801066
7,17,24.4762480474,8.1982658783,6.2600000000,10.0179821691,0.0000000000,0.0000000000,1.0000000000,10.0179821691,3.1300000000,0.2732755293,24.4656027397,24.4227653658,24.5084401137,0.0000000000,0.0000000000,0.0000000000,1.0000000000,10.0026438356,3.1344246575,0.0106453076
7,22,24.5092510644,5.7070214817,6.2600000000,12.5422295827,0.0000000000,0.0000000000,1.0000000000,12.5422295827,3.1300000000,0.1902340494,24.5230684932,24.4856748950,24.5604620913,0.0000000000,0.0000000000,0.0000000000,1.0000000000,12.5347123288,3.1347260274,0.0138174288
7,23,24.6848595109,5.3798263945,6.2600000000,13.0450331164,0.0000000000,0.0000000000,1.0000000000,13.0450331164,3.1300000000,0.1793275465,24.6914931507,24.6543343511,24.7286519503,0.0000000000,0.0000000000,0.0000000000,1.0000000000,13.0496575342,3.1318082192,0.0066336398
3,8,24.7257752002,14.5937890468,6.1437051182,3.5231015080,0.4651795271,0.0451463643,0.9814225428,3.5231015080,3.0718525591,0.4864596349,24.7539041096,24.6888745599,24.8189336593,0.0447123288,0.0432376674,0.0461869901,0.9817819211,3.5199041096,3.0768630137,0.0281289094
6,13,24.7593307543,11.0362993572,6.2600000000,7.4630313971,0.0000000000,0.0000000000,1.0000000000,7.4630313971,3.1300000000,0.3678766452,24.7727397260,24.7218766122,24.8236028399,0.0000000000,0.0000000000,0.0000000000,1.0000000000,7.4590136986,3.1331643836,0.0134089717
7,16,24.7704125208,8.9932386981,6.2600000000,9.5171738227,0.0000000000,0.0000000000,1.0000000000,9.5171738227,3.1300000000,0.2997746233,24.7767945205,24.7293513207,24.8242377204,0.0000000000,0.0000000000,0.0000000000,1.0000000000,9.5070684932,3.1340410959,0.0063819998
1,6,24.8366406551,14.5937890468,5.5406007025,1.8246537159,2.8775971898,0.1958595217,0.8850799844,1.8246537159,2.7703003513,0.4864596349,24.8633561644,24.7903314647,24.9363808640,0.1958219178,0.1934492951,0.1981945405,0.8856565233,1.8213287671,2.7751780822,0.0267155093
5,11,24.8605190392,12.6214260665,6.2600000000,5.9790929727,0.0000000000,0.0000000000,1.0000000000,5.9790929727,3.1300000000,0.4207142022,24.8922054795,24.8350819114,24.9493290475,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.9789726027,3.1331917808,0.0316864403
7,24,24.8963630687,5.0883791313,6.2600000000,13.5479839374,0.0000000000,0.0000000000,1.0000000000,13.5479839374,3.1300000000,0.1696126377,24.9191369863,24.8804766153,24.9577973573,0.0000000000,0.0000000000,0.0000000000,1.0000000000,13.5566438356,3.1339178082,0.0227739176
7,15,25.2120597844,9.9437288640,6.2600000000,9.0083309204,0.0000000000,0.0000000000,1.0000000000,9.0083309204,3.1300000000,0.3314576288,25.2113972603,25.1643667612,25.2584277594,0.0000000000,0.0000000000,0.0000000000,1.0000000000,9.0023013699,3.1331780822,0.0006625241
8,20,25.2689135862,6.9792498066,6.2600000000,12.0296637796,0.0000000000,0.0000000000,1.0000000000,12.0296637796,3.1300000000,0.2326416602,25.2878356164,25.2471472891,25.3285239437,0.0000000000,0.0000000000,0.0000000000,1.0000000000,12.0303013699,3.1331506849,0.0189220303
8,21,25.2900381595,6.4960573682,6.2600000000,12.5339807913,0.0000000000,0.0000000000,1.0000000000,12.5339807913,3.1300000000,0.2165352456,25.3034383562,25.2655593794,25.3413173329,0.0000000000,0.0000000000,0.0000000000,1.0000000000,12.5334657534,3.1334794521,0.0134001967
8,19,25.3213893602,7.5383136359,6.2600000000,11.5230757243,0.0000000000,0.0000000000,1.0000000000,11.5230757243,3.1300000000,0.2512771212,25.3138767123,25.2696111425,25.3581422822,0.0000000000,0.0000000000,0.0000000000,1.0000000000,11.5087534247,3.1322191781,0.0075126478
8,22,25.3762021555,6.0768260751,6.2600000000,13.0393760804,0.0000000000,0.0000000000,1.0000000000,13.0393760804,3.1300000000,0.2025608692,25.3997534247,25.3617479110,25.4377589383,0.0000000000,0.0000000000,0.0000000000,1.0000000000,13.0425205479,3.1344383562,0.0235512692
4,9,25.4097506503,14.5937890468,6.2339978468,4.4779551438,0.1040086129,0.0130010766,0.9958463014,4.4779551438,3.1169989234,0.4864596349,25.4409452055,25.3765446136,25.5053457974,0.0124794521,0.0116251301,0.0133337740,0.9960288430,4.4751917808,3.1215890411,0.0311945552
8,18,25.4762480474,8.1982658783,6.2600000000,11.0179821691,0.0000000000,0.0000000000,1.0000000000,11.0179821691,3.1300000000,0.2732755293,25.4656027397,25.4227653658,25.5084401137,0.0000000000,0.0000000000,0.0000000000,1.0000000000,11.0026438356,3.1344246575,0.0106453076
8,23,25.5092510644,5.7070214817,6.2600000000,13.5422295827,0.0000000000,0.0000000000,1.0000000000,13.5422295827,3.1300000000,0.1902340494,25.5230684932,25.4856748950,25.5604620913,0.0000000000,0.0000000000,0.0000000000,1.0000000000,13.5347123288,3.1347260274,0.0138174288
8,24,25.6848595109,5.3798263945,6.2600000000,14.0450331164,0.0000000000,0.0000000000,1.0000000000,14.0450331164,3.1300000000,0.1793275465,25.6914931507,25.6543343511,25.7286519503,0.0000000000,0.0000000000,0.0000000000,1.0000000000,14.0496575342,3.1318082192,0.0066336398
7,14,25.7593307543,11.0362993572,6.2600000000,8.4630313971,0.0000000000,0.0000000000,1.0000000000,8.4630313971,3.1300000000,0.3678766452,25.7727397260,25.7218766122,25.8236028399,0.0000000000,0.0000000000,0.0000000000,1.0000000000,8.4590136986,3.1331643836,0.0134089717
8,17,25.7704125208,8.9932386981,6.2600000000,10.5171738227,0.0000000000,0.0000000000,1.0000000000,10.5171738227,3.1300000000,0.2997746233,25.7767945205,25.7293513207,25.8242377204,0.0000000000,0.0000000000,0.0000000000,1.0000000000,10.5070684932,3.1340410959,0.0063819998
6,12,25.8605190392,12.6214260665,6.2600000000,6.9790929727,0.0000000000,0.0000000000,1.0000000000,6.9790929727,3.1300000000,0.4207142022,25.8922054795,25.8350819114,25.9493290475,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.9789726027,3.1331917808,0.0316864403
0,5,26.2026558927,14.5937890468,4.8645963489,1.1626558927,5.5816146042,0.3380021768,0.7770920685,1.1626558927,2.4322981745,0.4864596349,26.2296164384,26.1490501694,26.3101827073,0.3380410959,0.3356851003,0.3403970914,0.7777977850,1.1593698630,2.4371232877,0.0269605457
8,16,26.2120597844,9.9437288640,6.2600000000,10.0083309204,0.0000000000,0.0000000000,1.0000000000,10.0083309204,3.1300000000,0.3314576288,26.2113972603,26.1643667612,26.2584277594,0.0000000000,0.0000000000,0.0000000000,1.0000000000,10.0023013699,3.1331780822,0.0006625241
5,10,26.3187431140,14.5937890468,6.2600000000,5.4649540672,0.0000000000,0.0000000000,1.0000000000,5.4649540672,3.1300000000,0.4864596349,26.3536438356,26.2895939941,26.4176936771,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.4627123288,3.1340958904,0.0349007216
8,15,26.7593307543,11.0362993572,6.2600000000,9.4630313971,0.0000000000,0.0000000000,1.0000000000,9.4630313971,3.1300000000,0.3678766452,26.7727397260,26.7218766122,26.8236028399,0.0000000000,0.0000000000,0.0000000000,1.0000000000,9.4590136986,3.1331643836,0.0134089717
2,6,26.8540987698,17.4256997682,5.9171724015,2.1399162061,1.3713103940,0.1077339989,0.9452352079,2.1399162061,2.9585862007,0.5808566589,26.8923287671,26.8107379315,26.9739196028,0.1077808219,0.1057194743,0.1098421695,0.9448022686,2.1387123288,2.9609726027,0.0382299973
7,13,26.8605190392,12.6214260665,6.2600000000,7.9790929727,0.0000000000,0.0000000000,1.0000000000,7.9790929727,3.1300000000,0.4207142022,26.8922054795,26.8350819114,26.9493290475,0.0000000000,0.0000000000,0.0000000000,1.0000000000,7.9789726027,3.1331917808,0.0316864403
3,7,27.0999607773,17.4256997682,6.1326403994,3.0321822072,0.5094384026,0.0485826351,0.9796550159,3.0321822072,3.0663201997,0.5808566589,27.1377260274,27.0548606105,27.2205914443,0.0493150685,0.0477910037,0.0508391333,0.9791944777,3.0309315068,3.0686849315,0.0377652501
6,11,27.3187431140,14.5937890468,6.2600000000,6.4649540672,0.0000000000,0.0000000000,1.0000000000,6.4649540672,3.1300000000,0.4864596349,27.3536438356,27.2895939941,27.4176936771,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.4627123288,3.1340958904,0.0349007216
1,5,27.5246452131,17.4256997682,5.4398734177,1.3785656980,3.2805063291,0.2386494919,0.8689893639,1.3785656980,2.7199367089,0.5808566589,27.5568356164,27.4718544133,27.6418168195,0.2377945205,0.2352090333,0.2403800078,0.8689371078,1.3765068493,2.7231506849,0.0321904034
4,8,27.7598823320,17.4256997682,6.2298056695,3.9835995721,0.1207773222,0.0150971653,0.9951766245,3.9835995721,3.1149028347,0.5808566589,27.7923287671,27.7083177078,27.8763398264,0.0159041096,0.0150514854,0.0167567338,0.9949251750,3.9816164384,3.1179041096,0.0324464352
8,14,27.8605190392,12.6214260665,6.2600000000,8.9790929727,0.0000000000,0.0000000000,1.0000000000,8.9790929727,3.1300000000,0.4207142022,27.8922054795,27.8350819114,27.9493290475,0.0000000000,0.0000000000,0.0000000000,1.0000000000,8.9789726027,3.1331917808,0.0316864403
7,12,28.3187431140,14.5937890468,6.2600000000,7.4649540672,0.0000000000,0.0000000000,1.0000000000,7.4649540672,3.1300000000,0.4864596349,28.3536438356,28.2895939941,28.4176936771,0.0000000000,0.0000000000,0.0000000000,1.0000000000,7.4627123288,3.1340958904,0.0349007216
5,9,28.6542021751,17.4256997682,6.2600000000,4.9685024068,0.0000000000,0.0000000000,1.0000000000,4.9685024068,3.1300000000,0.5808566589,28.6809178082,28.5960359651,28.7657996513,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.9657123288,3.1337671233,0.0267156331
0,4,29.3002157247,17.4256997682,4.6468532715,0.7750757711,6.4525869139,0.3965100731,0.7423088293,0.7750757711,2.3234266358,0.5808566589,29.3353835616,29.2428673954,29.4278997279,0.3969041096,0.3944672019,0.3993410172,0.7422899745,0.7734109589,2.3263561644,0.0351678369
8,13,29.3187431140,14.5937890468,6.2600000000,8.4649540672,0.0000000000,0.0000000000,1.0000000000,8.4649540672,3.1300000000,0.4864596349,29.3536438356,29.2895939941,29.4176936771,0.0000000000,0.0000000000,0.0000000000,1.0000000000,8.4627123288,3.1340958904,0.0349007216
6,10,29.6542021751,17.4256997682,6.2600000000,5.9685024068,0.0000000000,0.0000000000,1.0000000000,5.9685024068,3.1300000000,0.5808566589,29.6809178082,29.5960359651,29.7657996513,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.9657123288,3.1337671233,0.0267156331
3,6,30.5675365344,21.4791231733,6.1537787056,2.5097494781,0.4248851775,0.0397494781,0.9830317421,2.5097494781,3.0768893528,0.7159707724,30.6019863014,30.5162184968,30.6877541060,0.0388082192,0.0374798443,0.0401365940,0.9835616401,2.5070821918,3.0822465753,0.0344497669
2,5,30.5682881002,21.4791231733,5.8678496868,1.6527139875,1.5686012526,0.1429645094,0.9373561800,1.6527139875,2.9339248434,0.7159707724,30.6017397260,30.5139552208,30.6895242312,0.1428219178,0.1403915597,0.1452522759,0.9380218667,1.6499041096,2.9394246575,0.0334516258
7,11,30.6542021751,17.4256997682,6.2600000000,6.9685024068,0.0000000000,0.0000000000,1.0000000000,6.9685024068,3.1300000000,0.5808566589,30.6809178082,30.5960359651,30.7657996513,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.9657123288,3.1337671233,0.0267156331
4,7,31.2892901879,21.4791231733,6.2332776618,3.4700000000,0.1068893528,0.0133611691,0.9957312559,3.4700000000,3.1166388309,0.7159707724,31.3303013699,31.2441336998,31.4164690399,0.0127671233,0.0119189784,0.0136152682,0.9959356883,3.4682739726,3.1210410959,0.0410111820
1,4,31.6054488518,21.4791231733,5.2858037578,0.9437369520,3.8967849687,0.2910229645,0.8443775971,0.9437369520,2.6429018789,0.7159707724,31.6443287671,31.5520827120,31.7365748223,0.2917671233,0.2890497377,0.2944845089,0.8449457542,0.9416712329,2.6477671233,0.0388799153
8,12,31.6542021751,17.4256997682,6.2600000000,7.9685024068,0.0000000000,0.0000000000,1.0000000000,7.9685024068,3.1300000000,0.5808566589,31.6809178082,31.5960359651,31.7657996513,0.0000000000,0.0000000000,0.0000000000,1.0000000000,7.9657123288,3.1337671233,0.0267156331
5,8,32.1957620042,21.4791231733,6.2600000000,4.4566388309,0.0000000000,0.0000000000,1.0000000000,4.4566388309,3.1300000000,0.7159707724,32.2409315068,32.1553012445,32.3265617692,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.4555068493,3.1338082192,0.0451695027
6,9,33.1957620042,21.4791231733,6.2600000000,5.4566388309,0.0000000000,0.0000000000,1.0000000000,5.4566388309,3.1300000000,0.7159707724,33.2409315068,33.1553012445,33.3265617692,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.4555068493,3.1338082192,0.0451695027
0,3,34.0703757829,21.4791231733,4.2958246347,0.4387265136,7.8567014614,0.4949895616,0.6862339672,0.4387265136,2.1479123173,0.7159707724,34.1167260274,34.0109106781,34.2225413766,0.4960410959,0.4929798746,0.4991023172,0.6867008986,0.4377123288,2.1517808219,0.0463502445
7,10,34.1957620042,21.4791231733,6.2600000000,6.4566388309,0.0000000000,0.0000000000,1.0000000000,6.4566388309,3.1300000000,0.7159707724,34.2409315068,34.1553012445,34.3265617692,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.4555068493,3.1338082192,0.0451695027
3,5,34.5138095238,25.7857142857,6.0619047619,1.8738095238,0.7923809524,0.0914285714,0.9683553933,1.8738095238,3.0309523810,0.8595238095,34.5349452055,34.4542865212,34.6156038898,0.0911232877,0.0890392890,0.0932072863,0.9686123624,1.8702602740,3.0351369863,0.0211356817
4,6,34.8738095238,25.7857142857,6.2447619048,2.7823809524,0.0609523810,0.0076190476,0.9975657995,2.7823809524,3.1223809524,0.8595238095,34.8970000000,34.8183341653,34.9756658347,0.0073561644,0.0067253971,0.0079869316,0.9976501043,2.7791369863,3.1262191781,0.0231904762
2,4,35.0471428571,25.7857142857,5.6238095238,1.0928571429,2.5447619048,0.2190476190,0.8983721284,1.0928571429,2.8119047619,0.8595238095,35.0740958904,34.9877398685,35.1604519123,0.2198356164,0.2169520762,0.2227191567,0.8985249370,1.0900958904,2.8154520548,0.0269530333
8,11,35.1957620042,21.4791231733,6.2600000000,7.4566388309,0.0000000000,0.0000000000,1.0000000000,7.4566388309,3.1300000000,0.7159707724,35.2409315068,35.1553012445,35.3265617692,0.0000000000,0.0000000000,0.0000000000,1.0000000000,7.4555068493,3.1338082192,0.0451695027
5,7,35.8204761905,25.7857142857,6.2600000000,3.7747619048,0.0000000000,0.0000000000,1.0000000000,3.7747619048,3.1300000000,0.8595238095,35.8454520548,35.7656069384,35.9252971712,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.7717808219,3.1335479452,0.0249758643
6,8,36.8204761905,25.7857142857,6.2600000000,4.7747619048,0.0000000000,0.0000000000,1.0000000000,4.7747619048,3.1300000000,0.8595238095,36.8454520548,36.7656069384,36.9252971712,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.7717808219,3.1335479452,0.0249758643
1,3,37.0138095238,25.7857142857,4.7761904762,0.5166666667,5.9352380952,0.4238095238,0.7629697246,0.5166666667,2.3880952381,0.8595238095,37.0457397260,36.9452985129,37.1461809392,0.4244931507,0.4209555478,0.4280307536,0.7631520710,0.5145890411,2.3910547945,0.0319302022
4,5,37.1900000000,28.5000000000,6.1000000000,1.9500000000,0.6400000000,0.0800000000,0.9744408946,1.9500000000,3.0500000000,0.9500000000,37.2005342466,37.1467034390,37.2543650541,0.0792876712,0.0773223325,0.0812530100,0.9747453622,1.9453013699,3.0543013699,0.0105342466
3,4,37.5900000000,28.5000000000,5.7000000000,1.1500000000,2.2400000000,0.2000000000,0.9105431310,1.1500000000,2.8500000000,0.9500000000,37.6055753425,37.5440836166,37.6670670683,0.2006575342,0.1978893675,0.2034257010,0.9107871639,1.1459589041,2.8538630137,0.0155753425
5,6,37.6300000000,28.5000000000,6.2600000000,2.8700000000,0.0000000000,0.0000000000,1.0000000000,2.8700000000,3.1300000000,0.9500000000,37.6454383562,37.5942901370,37.6965865753,0.0000000000,0.0000000000,0.0000000000,1.0000000000,2.8660136986,3.1335479452,0.0154383562
7,9,37.8204761905,25.7857142857,6.2600000000,5.7747619048,0.0000000000,0.0000000000,1.0000000000,5.7747619048,3.1300000000,0.8595238095,37.8454520548,37.7656069384,37.9252971712,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.7717808219,3.1335479452,0.0249758643
6,7,38.6300000000,28.5000000000,6.2600000000,3.8700000000,0.0000000000,0.0000000000,1.0000000000,3.8700000000,3.1300000000,0.9500000000,38.6454383562,38.5942901370,38.6965865753,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.8660136986,3.1335479452,0.0154383562
8,10,38.8204761905,25.7857142857,6.2600000000,6.7747619048,0.0000000000,0.0000000000,1.0000000000,6.7747619048,3.1300000000,0.8595238095,38.8454520548,38.7656069384,38.9252971712,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.7717808219,3.1335479452,0.0249758643
2,3,39.3900000000,28.5000000000,4.9000000000,0.5500000000,5.4400000000,0.4000000000,0.7827476038,0.5500000000,2.4500000000,0.9500000000,39.4133013699,39.3371306970,39.4894720427,0.4010684932,0.3974245278,0.4047124585,0.7829055691,0.5470273973,2.4529178082,0.0233013699
7,8,39.6300000000,28.5000000000,6.2600000000,4.8700000000,0.0000000000,0.0000000000,1.0000000000,4.8700000000,3.1300000000,0.9500000000,39.6454383562,39.5942901370,39.6965865753,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.8660136986,3.1335479452,0.0154383562
8,9,40.6300000000,28.5000000000,6.2600000000,5.8700000000,0.0000000000,0.0000000000,1.0000000000,5.8700000000,3.1300000000,0.9500000000,40.6454383562,40.5942901370,40.6965865753,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.8660136986,3.1335479452,0.0154383562
